AISHE Code,Name,State,District,City,Website,Year ,Location,Type,Management,University,Category,Email,Phone No
,Bhagyawati Mahila Mahavidalaya,Uttar Pradesh,Sultanpur,,bmmcollege.co.in,,,tech,,,,,
,"BABURAM RUKMANI DEVI MAHAVIDYALAYA, GAUSGANJ,",Uttar Pradesh,Kanpur Dehat,,www.brrdc.org.in,,,tech,,,,,
,"PT. RAM NARAYAN KANHAIYA LAL BALIKA MAHAVIDYALAYA, NANKARI,",Uttar Pradesh,Kanpur Nagar,,rnklsmmv.org.in,,,tech,,,,,
,"SMT. RAMDULARI MEMORIAL KANYA MAHAVIDYALAYA, SARAI,",Uttar Pradesh,Kanpur Dehat,,www.srdmkmvsarai.org.in,,,tech,,,,,
,"GAUTAM BUDDH BALIKA MAHAVIDYALAYA, INDERGARH,",Uttar Pradesh,Kannauj,,www.gbbmv.org,,,tech,,,,,
,SURAJ BHAN COLLEGE BISALPUR,Uttar Pradesh,Pilibhit,,www.surajbhanbisalpur.org,,,tech,,,,,
,"RAMKRISHNA PARAMHANS MAHAVIDYALAYA, KULHA, ATOURA, ASEEWAN,",Uttar Pradesh,Unnao,,http://www.rkphmvunnao.org,,,tech,,,,,
,"KHALSA GIRLS DEGREE COLLEGE, HARJINDER NAGAR,",Uttar Pradesh,Kanpur Nagar,,www.kgdckanpur.org,,,tech,,,,,
,"MA. KASIRAM RAJKIYA MAHAVIDYALAYA, NINAUWA,",Uttar Pradesh,Farrukhabad,,mkrmahavidyalay.org,,,tech,,,,,
,"GAUTAM BUDDHA MAHAVIDYALAYA, RAMPURA, HAIDERPUR,",Uttar Pradesh,Auraiya,,https://gbmau22.co.in,,,tech,,,,,
,"SRI KRISHNA JANKA DEVI MAHAVIDYALAYA, RURA,",Uttar Pradesh,Kanpur Dehat,,www.skjdrura.org.in,,,tech,,,,,
,"KUNWAR ASIF ALI KAISAR JAHAN DEGREE COLLEGE, HYDRABAD,",Uttar Pradesh,Unnao,,kaakjdc.com,,,tech,,,,,
,"DR. ANURADHA TRIPATHI MEM. BALIKA MAHAVIDYALAYA, KHANPUR,",Uttar Pradesh,Auraiya,,www.dranuradhatripathidegreecollege.org.in,,,tech,,,,,
,"Maa Swaroopa Devi Mahila Mahavidyalaya, Ghazipur",Uttar Pradesh,Ghazipur,,www.msdmmv.org.in,,,tech,,,,,
,"SW. BABU SINGH BALIKA MAHAVIDYALAYA, RAMPUR,",Uttar Pradesh,Kannauj,,sbsbmvchhibramau.org,,,tech,,,,,
,Jai Maa Sudami Devi Mahavidyalaya Khanpur Ghazipur,Uttar Pradesh,Ghazipur,,www.jmsdm.org.in,,,tech,,,,,
,"GURU NANAK GIRLS DEGREE COLLEGE,",Uttar Pradesh,Kanpur Nagar,,www.gngpgckanpur.org,,,tech,,,,,
,Lala Kishan Chand Government Mahavidyalaya Gangoh (Saharanpur),Uttar Pradesh,Saharanpur,,http://lkcgdegreecollegegangoh.com/,,,tech,,,,,
,"VISHVESWARYA INSTITUTE OF TECHNOLOGY, DADRI,GREATER NOIDA PHASE -II,G B NAGAR",Uttar Pradesh,Gautam Buddha Nagar,,www.vgi.ac.in,,,tech,,,,,
,"GAYA PRASAD VERMA MAHAVIDYALAYA, DAMAULI, CHAKAR NAGAR,",Uttar Pradesh,Etawah,,www.gpvmahavidayalaya.org,,,tech,,,,,
,"DR. BHIMRAO AMBEDKAR BUDDHA MAHAVIDYALAYA, NAGLA KHADAR,",Uttar Pradesh,Etawah,,www.drbrabmv.org.in,,,tech,,,,,
,"JANTA COLLEGE, BAKEWAR,",Uttar Pradesh,Etawah,,www.jcbakewar.org.in,,,tech,,,,,
,"DR. GOVIND PRASAD RANI DEVI PATEL MAHAVIDYALAYA, ARAUL,",Uttar Pradesh,Kanpur Nagar,,WWW.GPRDP.ORG.IN,,,tech,,,,,
,"D.B.S. COLLEGE, GOVIND NAGAR,",Uttar Pradesh,Kanpur Nagar,,dbskanpur.ac.in,,,tech,,,,,
,"AMAR SHAHID RAO RAM BUX SINGH MAHAVIDYALAYA, GAURA BIHAR, UNNAO",Uttar Pradesh,Unnao,,www.asrrbs.org,,,tech,,,,,
,"ARMAPUR P.G. COLLEGE, ARMAPUR,",Uttar Pradesh,Kanpur Nagar,,www.armaporepgcollege.org,,,tech,,,,,
,"HARSAHAI P.G. COLLEGE,",Uttar Pradesh,Kanpur Nagar,,www.harsahaipgcollege.com,,,tech,,,,,
,"JWALA DEVI VIDYAMANDIR P.G. COLLEGE,",Uttar Pradesh,Kanpur Nagar,,http://jdvmpgcollege.edu.in,,,tech,,,,,
,"VIVEKANAND GRAMODYOG MAHAVIDYALAYA, DIBIYAPUR, AURAIYA",Uttar Pradesh,Auraiya,,vgmpgcollege.com,,,tech,,,,,
,"SHRI GANESH SHANKAR VIDYARTHI MAHAVIDYALAYA, NARWAL, SEMARJHAL, KANPUR NAGAR",Uttar Pradesh,Kanpur Nagar,,www.gsvm.org,,,tech,,,,,
,"SHRI KRISHNA MAHAVIDYALAYA, NAGLA HARJU,",Uttar Pradesh,Etawah,,www.shreekrishna.com,,,tech,,,,,
,"INDIRA GANDHI RAJKEEYA DEGREE COLLEGE, BANGARMAU,",Uttar Pradesh,Unnao,,www.iggpgcbmu.org,,,tech,,,,,
,"CH. JASWANT SINGH MAHAVIDYALAYA, BHARTHANA,",Uttar Pradesh,Etawah,,www.jaswantsinghpgcollege.org.in,,,tech,,,,,
,"RAJ BAHADUR SINGH DEGREE COLLEGE, LAKHANA,",Uttar Pradesh,Etawah,,www.rbsdc.org.in,,,tech,,,,,
,MAJOR SHIVDAYAL SINGH MAHAVIDYALAYA MOHAMMADABAD,Uttar Pradesh,Farrukhabad,,www.majosdscollege.org,,,tech,,,,,
,RAMA MAHAVIDYALAYA,Uttar Pradesh,Lucknow,,ramapgcollege.com,,,tech,,,,,
,"SHIVWATI SHIVNANDAN SHUKLA MAHAVIDYALAYA, PUKHRAYAN,",Uttar Pradesh,Kanpur Dehat,,WWW.SSSCOLLEGE.ORG,,,tech,,,,,
,"D.W.T. COLLEGE,",Uttar Pradesh,Kanpur Nagar,,https://dwtcollege.ac.in/,,,tech,,,,,
,"OM SRI VISWAKARMAJI MAHAVIDYALAYA, KAHINJARI,",Uttar Pradesh,Kanpur Dehat,,www.osvm.org,,,tech,,,,,
,GURU SAHAY MAHAVIDYALAYA BHAIPUR FAIZABAD,Uttar Pradesh,Ayodhya,,www.gsmbff.org,,,tech,,,,,
,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY, SULTANPUR",Uttar Pradesh,Sultanpur,,www.knit.ac.in,,,tech,,,,,
,"BAHUUDDASIYA SEWA SHIKSHA SANSTHAN GIRLS DEG. COLL., SAURIK,",Uttar Pradesh,Kannauj,,www.bsssgcollege.org.in,,,tech,,,,,
,"PT. LALTAPRASAD RAMKRISHNA MAHAVIDYALAYA, SHANTI NAGAR, BHAWANIGANJ, SARWAN,",Uttar Pradesh,Unnao,,www.pllprdegree.edu,,,tech,,,,,
,"PT. SAHADEV PRASAD TRIVEDI MAHAVIDYALAYA, RAMAIPUR,",Uttar Pradesh,Kanpur Nagar,,www.psptcollege.org.in,,,tech,,,,,
,MAA USHA SINGH MAHAVIDYALAYA KHARHAR SIPAH MAHERI RANIGANJ PRATAPGARH,Uttar Pradesh,Pratapgarh,,musm.org.in,,,tech,,,,,
,"D.A.V. DEGREE COLLEGE, LUCKNOW",Uttar Pradesh,Lucknow,,www.davdegreelu.in,,,tech,,,,,
,"Narayan Mahavidhyalaya G A Patti, Pratapgarh",Uttar Pradesh,Pratapgarh,,https://narayanmahavidyalay.com/,,,tech,,,,,
,INDRA NARAIN KRISHNA KUMAR MAHAVIDYALYA BHATNI LALGANJ PRATAPGARH ,Uttar Pradesh,Pratapgarh,,www.inmv.org,,,tech,,,,,
,"SNEHLATA GUPTA MEMORIAL DEGREE COLLEGE, RASULABAD,",Uttar Pradesh,Kanpur Dehat,,www.sgmdegreecollege.com,,,tech,,,,,
,"SRI R.P. PORWAL MAHAVIDYALAYA, RAJPUR,",Uttar Pradesh,Kanpur Dehat,,www.srppc.org.in,,,tech,,,,,
,"GAURI SHANKER DWIVEDI MAHAVIDYALAYA, JHINJHAK,",Uttar Pradesh,Kanpur Dehat,,www.gsdmahavidyala.com,,,tech,,,,,
,"BRAHASPATI MAHILA MAHAVIDYALAYA, KIDWAI NAGAR,",Uttar Pradesh,Kanpur Nagar,,www.brahaspaticollege.in,,,tech,,,,,
,"KUNJBIHARILAL MEMO. MAHAVIDYALAYA, DUBKI, HASANPUR,",Uttar Pradesh,Kanpur Dehat,,www.kblmmv.org.in,,,tech,,,,,
,"KARGIL SAHEED MAHAVIDYALAYA, JASWANT NAGAR,",Uttar Pradesh,Etawah,,www.ksm.org.in,,,tech,,,,,
,"SHAKUNTALA DEVI MAHILA MAHAVIDYALAYA, KAYAMGANJ,",Uttar Pradesh,Farrukhabad,,www.sdmmvkaimganj.org.in,,,tech,,,,,
,"SONE SHREE SMARAK BALIKA MAHAVIDYALAYA, TIRWA,",Uttar Pradesh,Kannauj,,SONESHREECOLLEGE.KJ15.ORG.IN,,,tech,,,,,
,"JAGRAN COLLEGE OF ARTS, SCIENCE & COMMERCE, JUHI,",Uttar Pradesh,Kanpur Nagar,,www.jagrancollege.ac.in,,,tech,,,,,
,"V.V.K. DEGREE COLLEGE, TYOR, TAALGRAM,",Uttar Pradesh,Kannauj,,www.vvkdc.org,,,tech,,,,,
,"VIDYA PRAKASH MAHAVIDYALAYA, UDHRANPUR,",Uttar Pradesh,Kannauj,,VPMPUDHARANPUR.COM,,,tech,,,,,
,"VISION INSTITUTE OF TECHNOLOGY,KANPUR",Uttar Pradesh,Kanpur Nagar,,vitk.vision.org.in,,,tech,,,,,
,"HAZI TAUFIQ ALI MAHAVIDYALAYA, GUNHA, GUGRAPUR,",Uttar Pradesh,Kannauj,,www.hazitaufeeqalimahavidhyalaya.com,,,tech,,,,,
,"L.Y. DEGREE COLLEGE, KAYAMGANJ,",Uttar Pradesh,Farrukhabad,,www.lydc.org.in,,,tech,,,,,
,"KUNDAN LAL SHUKLA MAHAVIDYALAYA, RANIA,",Uttar Pradesh,Kanpur Dehat,,http://ptkundanlalshuklamahavidyalaya.org.in,,,tech,,,,,
,"SRI THAKUR JI MAHARAJ MAHAVIDYALAYA, SAFIPUR,",Uttar Pradesh,Unnao,,www.stjmmsafipur.org.in,,,tech,,,,,
,"NEHRU P.G. COLLEGE, CHHIBRAMAU,",Uttar Pradesh,Kannauj,,www.nehrucollegecbr.org,,,tech,,,,,
,Sw Shanti Devi Shikshan Evam Prashikshan Sansthan Karanji Harihar Jakhaniya Ghazipur,Uttar Pradesh,Ghazipur,,WWW.SDSPSGZP.ORG.IN,,,tech,,,,,
,"MULAYAM SINGH MAHAVIDYALAYA, SAKARAPUR, YASHODA NAGAR,",Uttar Pradesh,Kanpur Nagar,,msdegreecollege.org.in,,,tech,,,,,
,"GAJENDRA SINGH PUBLIC DEGREE COLLEGE, BIDHUNA, AURRAIYA",Uttar Pradesh,Auraiya,,pdcollege.org,,,tech,,,,,
,"RAM JANKI MAHAVIDYALAYA, ASAI, BAIRY SAWAI,",Uttar Pradesh,Kanpur Dehat,,www.rjcollege.org.in,,,tech,,,,,
,"SRI THAKUR JI MAHARAJ MAHAVIDYALAYA, BILHAUR,",Uttar Pradesh,Kanpur Nagar,,www.stjmmbilhaur.org.in,,,tech,,,,,
,"SHIVSHANKAR SINGH SHIVRAM SINGH MAHAVIDYALAYA, VIRSINGHPUR,",Uttar Pradesh,Unnao,,WWW.SSSSRS.COM,,,tech,,,,,
,"SHIVLOK MAHILA MAHAVIDYALAYA, MEHARBAN SINGH KA PURWA,",Uttar Pradesh,Kanpur Nagar,,www.shivlokmahilacollege.org.in,,,tech,,,,,
,"DR. RAM NARAYAN MAHILA MAHAVIDYALAYA, KAYAMGANJ,",Uttar Pradesh,Farrukhabad,,www.drrnmdckaimganj.org,,,tech,,,,,
,"SRI RAMKUMAR BHARTIYA GYAN DEVI MAHAVIDYALAYA, FAFOOND,",Uttar Pradesh,Auraiya,,www.srbgmv.in,,,tech,,,,,
,"PT. RISHI MAHARAJ MAHAVIDYALAYA, JASWANTPUR, MURADGANJ,",Uttar Pradesh,Auraiya,,www.ptrmmv.org,,,tech,,,,,
,"TRIYUGI NARAYAN MAHAVIDYALAYA, MANGALPUR,",Uttar Pradesh,Kanpur Dehat,,www.ptncollege.org,,,tech,,,,,
,"BHARTIYA MAHAVIDYALAYA, BELA,",Uttar Pradesh,Auraiya,,http://www.bmbela.org,,,tech,,,,,
,"K.M. COLLEGE OF EDUCATION, MUIYA,",Uttar Pradesh,Kanpur Nagar,,http://kmcollegemuiya.org.in/,,,tech,,,,,
,"DAYANAND DEENA NATH MAHAVIDYALAYA, RAMAIPUR,",Uttar Pradesh,Kanpur Nagar,,www.ddckanpur.edu.in,,,tech,,,,,
,"GAYA PRASAD VIDHI MAHAVIDYALAYA, DHUKAPUR, SHIVRAJPUR, PURA,",Uttar Pradesh,Kanpur Nagar,,http://sgdkc.org.in,,,tech,,,,,
,"CH. GAJRAJ SINGH MAHAVIDYALAYA, RATHAURA, TAJPUR,",Uttar Pradesh,Farrukhabad,,www.cgsdc.org.in,,,tech,,,,,
,shri mati neetu devi bind mahavidyalay ,Uttar Pradesh,Prayagraj,,www.smtneetudevidc.com,,,tech,,,,,
,VIDYA DEVI MAHAVIDYALAYA PATNA BANDA SHAHJAHANPUR,Uttar Pradesh,Shahjahanpur,,www.vidyadevimahavidyala.com,,,tech,,,,,
,HUBRAJI DEVI GIRLS INSTITUTE PANDELA KADIPUR SULTANPUR,Uttar Pradesh,Sultanpur,,www.hdgi.in,,,tech,,,,,
,"JWALA PRASAD SINGH MAHAVIDYALAYA MAHADEVNAGAR, NANEMAU, SULTANPUR",Uttar Pradesh,Sultanpur,,www.jpm.co.in,,,tech,,,,,
,RAM DULAR SMARAK DEGREE COLLEGE,Uttar Pradesh,Prayagraj,,www.ramdularsinghsmarakcollege.org,,,tech,,,,,
,"Navals Degree College, Kusumahi, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.navalsdegreecollege.nic.in,,,tech,,,,,
,"Babu Jangi Singh Degree College, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.babujangisinghdc.in,,,tech,,,,,
,"S. D. Memorial Snatak Mahavidyalaya, Nautan, Deoria",Uttar Pradesh,Deoria,,www.sdmenautan.com,,,tech,,,,,
,DEENANATH VIDHI MAHAVIDYALAYA SEMARI PRATAPPUR HANDIA PRAYAGRAJ,Uttar Pradesh,Prayagraj,,DEENANATHVIDHIMAHAVIDYALAYA.ORG,,,tech,,,,,
,"PREM PRAKASH GUPTA INSTITUTE OF ENGINEERING,BAREILLY",Uttar Pradesh,Bareilly,,http://www.kcmtcampus2.in/,,,tech,,,,,
,"S. S. Walayat Husain Mahavidyalay Sitapatti, Banjaria, Deoria",Uttar Pradesh,Deoria,,sswhdegreecollege.org,,,tech,,,,,
,"Bapu Degree College, Peepeeganj, Gorakhpur",Uttar Pradesh,Gorakhpur,,bpgcollege.edu.in,,,tech,,,,,
,"INDRA NARAYAN SHUKLA VIDHI MAHAVIDYALAYA,KATRA DAYARAM,MAUAIMA,SORAON,PRAYAGRAJ,UTTAR PRADESH",Uttar Pradesh,Prayagraj,,-,,,tech,,,,,
,"GOKARAN NARVADESHWAR INSTITUTE OF TECHNOLOGY & MANAGEMENT,BARABANKI",Uttar Pradesh,Bara Banki,,-,,,mgt,,,,,
,"Sant Vinoba P. G. College, Deoria",Uttar Pradesh,Deoria,,www.svpgcollege.edu.in,,,tech,,,,,
,"Chaudhary Charan Singh Degree College, Baraipar, Bankata, Deoria",Uttar Pradesh,Deoria,,http://www.ccsmahavidyalaya.edu.in,,,tech,,,,,
,"UNIQUE INSTITUTE OF MANAGEMENT, MODINAGAR, GHAZIABAD.",Uttar Pradesh,Ghaziabad,,www.uimtcollege.com,,,mgt,,,,,
,"TRANSLAM INSTITUTE OF TECHNOLOGY AND MANAGEMENT, MAWANA ROAD, MEERUT",Uttar Pradesh,Meerut,,www.translam.com,,,mgt,,,,,
,"SHRI SAI COLLEGE OF EDUCATION, MEERUT",Uttar Pradesh,Meerut,,http://www.shrisaieduction.org,,,tech,,,,,
,PT ASHOK KUMAR MISHRA VIDHI MAHAVIDYALAYA ASHOK NAGAR KHUTEHANA BAHRAICH,Uttar Pradesh,Bahraich,,-,,,tech,,,,,
,"STALLIAN COLLEGE FOR ENGINEERING AND TECHNOLOGY,SAHARANPUR",Uttar Pradesh,Saharanpur,,-,,,tech,,,,,
,"INSTITUE OF PROFESSIONAL EXCELLENCE AND MANAGEMENT, GHAZIABAD.",Uttar Pradesh,Ghaziabad,,-,,,mgt,,,,,
,"MODINAGAR INSTITUTE OF TECHNOLOGY, GHAZIABAD",Uttar Pradesh,Ghaziabad,,www.mit.in.net,,,tech,,,,,
,"MODERN INSTITUTE OF TECHNOLOGY AND MANAGEMENT, GHAZIABAD",Uttar Pradesh,Ghaziabad,,www.mitmgzb.in,,,mgt,,,,,
,"MIT COLLEGE OF MANAGEMENT, MURADABAD,MURADABAD",Uttar Pradesh,Moradabad,,www.mitcommbd.org,,,mgt,,,,,
,"GREATER NOIDA INSTITUTE OF TECHNOLOGY (MBA INSTITUTE), GREATER NOIDA",Uttar Pradesh,Gautam Buddha Nagar,,www.gniotmba.net,,,mgt,,,,,
,"SHRI NAWAB SINGH MAHAVIDAVALYA, FIROZABAD",Uttar Pradesh,Firozabad,,www.shrinawabsinghmahavidhyalay.com,,,tech,,,,,
,"Shekh Shahid Mahila Degree College, Madanpur, Deoria",Uttar Pradesh,Deoria,,www.ssmmv.org,,,tech,,,,,
,"GLOBAL INSTITUTE OF INFORMATION TECHNOLOGY, GREATER NOIDA",Uttar Pradesh,Gautam Buddha Nagar,,www.globalinst.in,,,tech,,,,,
,"G AND R INSTITUTE OF MANAGEMENT AND TECHNOLOGY, BHULANDSHAR",Uttar Pradesh,Bulandshahr,,www.grimt.co.in,,,mgt,,,,,
,"SVS GROUP OF INSTITUTIONS, MEERUT",Uttar Pradesh,Meerut,,www.svsgroup.ac.in,,,tech,,,,,
,"Bacha Chand Smarak Dwaba Vikash Mahavidyalaya, Onapar, Belghat, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.bcdvm.in,,,tech,,,,,
,"Ramashankar Krishak Mahavidyalaya, Mail, Deoria",Uttar Pradesh,Deoria,,ramashankarkrishakmahavidyalaya.org,,,tech,,,,,
,"Shaheed Chandrashekhar Singh Sewa Sansthan Mahavidyalaya, Bardiha, Prashuram Lar, Deoria",Uttar Pradesh,Deoria,,scsssm.org.in,,,tech,,,,,
,"S. R. Degree College, Gajpur, Banspar, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.srdegreecollege.in,,,tech,,,,,
,"Shree Muralidhar Bhagwat Lal Mahavidyalay, Mathauli Bazar, Kushinagar",Uttar Pradesh,Kushinagar,,www.smblm.in,,,tech,,,,,
,"Amit Mahavidyalaya, Amit Nagar, Sapha Road, Kasia, Kushinagar",Uttar Pradesh,Kushinagar,,amitmv.in,,,tech,,,,,
,"A P N P.G. College, Basti",Uttar Pradesh,Basti,,apnpgcollege.in,,,tech,,,,,
,"Lal Bahadur Shastri Smarak Degree College, Aanad Nagar, Maharajganj",Uttar Pradesh,Mahrajganj,,www.lbsspgcollege.edu.in,,,tech,,,,,
,"Pt. Ambika Pratap Narayan Mahila Mahavidyalya, Mahadeva, Dumari, Sant Kabir Nagar",Uttar Pradesh,Sant Kabir Nagar,,pdanmdcollege.org,,,tech,,,,,
,"Pt. Mahadev Shukla Krishak P.G. College, Gaur, Basti",Uttar Pradesh,Basti,,www.pmskcollege.org.in,,,tech,,,,,
,"Vishva Shanti Niketan Mahavidyalaya, Rudrapur Bhaluhi, Maharajganj",Uttar Pradesh,Mahrajganj,,vishwashantiniketan.com,,,tech,,,,,
,"B.R.D.B.D. Mahila Degree College, Ashram Barhaj, Deoria",Uttar Pradesh,Deoria,,-,,,tech,,,,,
,"J. B. Mahajan Degree College,  Chaurichaura, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.jbmdc.in,,,tech,,,,,
,"Ramsakhi Ramnivas Girl Degree College, Bharauli, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.rsrnshikshansankul.in,,,tech,,,,,
,"Hiraman Mahatam Degree College, Mahuadih, Deoria",Uttar Pradesh,Deoria,,www.hmpgcollege.in,,,tech,,,,,
,"Srimati Kesha Devi Degree College, Pakari Virbhadra, Deoria",Uttar Pradesh,Deoria,,www.skdmm.org,,,tech,,,,,
,"A.P. Gupta & Srimati Geeta Devi Mahila Mahavidyalaya, Sangrampur, Unwal, Gorakhpur",Uttar Pradesh,Gorakhpur,,apgmmv.in,,,tech,,,,,
,"Dr. Ram Manohar Lohia Mahavidyalaya, Mahabir Chhapara, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.drmldegreecollege.com,,,tech,,,,,
,"Haridwar Bhatt Smarak mahavidyalaya, Rajpur, Gagha, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.hbsmahavidyalay.org,,,tech,,,,,
,"Indra Gandhi Girls Degree College, Rampur Taramandal, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.iggdcollege.edu.in,,,tech,,,,,
,"National P. G. College, Barhalganj, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.npgcollegebarahalganj.com,,,tech,,,,,
,"Prabhadevi Bhagwati Prasad Mahavidyalaya, Annantpur, Sahajanwa, Gorakhpur",Uttar Pradesh,Gorakhpur,,www.pdbpmahavidyalaya.org,,,tech,,,,,
,"Premi Devi Samaj Kalyan Mahila P.G. College, Padarauna, Kushinagar",Uttar Pradesh,Kushinagar,,www.pdskmpgcollege.in,,,tech,,,,,
,"Shree Mahaveer Mahavidyalay, Kaptanganj, Kushinagar",Uttar Pradesh,Kushinagar,,sbmpgcollege.co.in,,,tech,,,,,
,"Shukdeo Prasad Tripathi Mahavidyalaya, Bhathahi Khurd, Kushinagar",Uttar Pradesh,Kushinagar,,www.sptdegreecollege.in,,,tech,,,,,
,"Udit Narayan Snatakottar Mahavidyalay, Padrauna, Kushinagar",Uttar Pradesh,Kushinagar,,www.unpgcollege.co,,,tech,,,,,
,"SUNDERDEEP ENGINEERING COLLEGE, GHAZIABAD",Uttar Pradesh,Ghaziabad,,www.sunderdeep.ac.in,,,tech,,,,,
,"PANCHWATI INSTITUTE OF ENGINEERING AND TECHNOLOGY, DELHI- HARDWAR BYPASS, MEERUT",Uttar Pradesh,Meerut,,www.panchwati.edu.in,,,tech,,,,,
,"Laljee Rai Degree College, Khori Bari, Rampur, Deoria",Uttar Pradesh,Deoria,,www.lrdcdeo.com,,,tech,,,,,
,"Raksha Rao Rajnath Rao Degree College, Narayanpur, Deoria",Uttar Pradesh,Deoria,,rrrrmahavidyalay.org,,,tech,,,,,
,"B. R. D. P. G. College, Deoria",Uttar Pradesh,Deoria,,www.brdpg.com,,,tech,,,,,
,"Abhay Mahavidyalaya Tarna, Varanasi",Uttar Pradesh,Varanasi,,abhaymahavidyalaya.com,,,tech,,,,,
,GREATER NOIDA INSTITUTE OF MANAGEMENT,Uttar Pradesh,Gautam Buddha Nagar,,www.gnim.in,,,mgt,,,,,
,"Rama Institute of Higher Education, Kiratpur",Uttar Pradesh,Bijnor,,www.ramainstitute.com,,,tech,,,,,
,"Rajkiya Mahavidyalaya, Faridpur (Bareilly)",Uttar Pradesh,Bareilly,,www.gdcfaridpur.com,,,tech,,,,,
,"Dr. Ram Manohar Lohiya Govt. Degree College, Aonla",Uttar Pradesh,Bareilly,,rmlgdc.aonla@yahoo.com,,,tech,,,,,
,"Afzalgarh Mahavidyalaya, Afzalgarh",Uttar Pradesh,Bijnor,,www.afzalgarhdegreecollege.com,,,tech,,,,,
,"Gramodaya Mahavidyalaya & Research Institute, Bilari",Uttar Pradesh,Moradabad,,www.gramodayapgcollege.com.in,,,tech,,,,,
,"Haneef Memorial Muslim Degree College, Umri Kalan",Uttar Pradesh,Moradabad,,hmmcollege.in,,,tech,,,,,
,Govt. Mahila (PG) Mahavidyalaya,Uttar Pradesh,Rampur,,www.ggpgcrampur.com,,,tech,,,,,
,Rakshpal Bahadur Management Institute,Uttar Pradesh,Bareilly,,www.rbmi.in,,,mgt,,,,,
,"Lala Radhey Shyam Girls Degree College, Nagina",Uttar Pradesh,Bijnor,,www.lrsgroupofcolleges.com,,,tech,,,,,
,"Rajendra Prasad Degree College, Meerganj",Uttar Pradesh,Bareilly,,www.rpdcbareilly.org,,,tech,,,,,
,"Swami Dayanand Degree College, Meerganj",Uttar Pradesh,Bareilly,,www.sdpgcollegebly.com,,,tech,,,,,
,"Sri Dhannarayan Ramnarayan Dani Mahila Mahavidyalaya, Seohara",Uttar Pradesh,Bijnor,,WWW.DRDMMSEOHARA.CO.IN,,,tech,,,,,
,Muslima Girls Degree College,Uttar Pradesh,Moradabad,,www.mgdcollege.org,,,tech,,,,,
,"CHRIST CHURCH  COLLEGE, KANPUR",Uttar Pradesh,Kanpur Nagar,,www.cccknp.ac.in,,,tech,,,,,
,Government Degree College,Uttar Pradesh,Budaun,,www.gdcbudaun.org,,,tech,,,,,
,Ram Lubhai Sahani Govt. Mahila Mahavidyalaya,Uttar Pradesh,Pilibhit,,www.rlsggpgcollegepilibhit.com,,,tech,,,,,
,"AWADHESH SINGH MAHAVIDYALAYA, ASAVI,",Uttar Pradesh,Kanpur Dehat,,asmvaswi.org.in,,,tech,,,,,
,"KRIPALU MAHILA MAHAVIDYALAYA, KUNDA, HARNAMGANJ, PRATAPGARH",Uttar Pradesh,Pratapgarh,,www.jkpeducation.org.in,,,tech,,,,,
,"Janta Degree College, Noorpur",Uttar Pradesh,Bijnor,,www.jdcnoorpur.in,,,tech,,,,,
,"Bhagwant Singh Mahavidyalaya, Kuankhera, Khalsa",Uttar Pradesh,Moradabad,,www.bsdckuakhera.in,,,tech,,,,,
,"Krishna Gopal Mahavidyalaya, Nagina",Uttar Pradesh,Bijnor,,www.kgmnagina.in,,,tech,,,,,
,"Ganna Kishan Degree College, Powayan",Uttar Pradesh,Shahjahanpur,,-,,,tech,,,,,
,NIGC INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,Bijnor,,www.niitnajibabad.com,,,mgt,,,,,
,"Dhampur Degree College, Dhampur",Uttar Pradesh,Bijnor,,dhampurdegreecollege.co.in,,,tech,,,,,
,"Teju Singh Memorial Degree College, Shahbajpur, Gajraula",Uttar Pradesh,Amroha,,www.tsmic.com,,,tech,,,,,
,"KAUSHALYA BHARAT SINGH GANDHI RAJKIYA MAHILA MAHAVIDYALAYA, DHIDHUI PATTI, PRATAPGARH",Uttar Pradesh,Pratapgarh,,gdcdhindhuipbh.org,,,tech,,,,,
,"NOIDA INSTITUTE OF ENGG. AND TECHNOLOGY, (MCA INSTITUTE ), GREATER NOIDA",Uttar Pradesh,Gautam Buddha Nagar,,www.niet.co.in,,,tech,,,,,
,"ACCURATE INSTITUTE OF MANAGEMENT AND TECHNOLOGY, GREATER NOIDA",Uttar Pradesh,Gautam Buddha Nagar,,www.accurate.in,,,mgt,,,,,
,"SHRI GOPI CHAND INSTITUTE OF TECHNOLOGY AND MANAGEMENT, BAGHPAT",Uttar Pradesh,Baghpat,,www.shrigopichand.org,,,mgt,,,,,
,Vivek College of Education,Uttar Pradesh,Bijnor,,www.vivekcollege.org,,,tech,,,,,
,Suraj Bhan Institute of Information Technology,Uttar Pradesh,Bareilly,,www.surajbhan.org,,,tech,,,,,
,"Shri Ram Institute of Education,Dhampur",Uttar Pradesh,Bijnor,,www.srinstituteofeducation.org,,,tech,,,,,
